v АК,v ЦН,I nm
0.07999999999999996,0.07999999999999996,496.43417617508237
0.09125628140703514,0.07999999999999996,496.43417617508237
0.10251256281407031,0.07999999999999996,496.43417617508237
0.11376884422110549,0.07999999999999996,496.43417617508237
0.12502512562814067,0.07999999999999996,496.43417617508237
0.13628140703517583,0.07999999999999996,496.43417617508237
0.14753768844221102,0.07999999999999996,496.43417617508237
0.1587939698492462,0.07999999999999996,496.43417617508237
0.17005025125628137,0.07999999999999996,496.43417617508237
0.18130653266331653,0.07999999999999996,496.43417617508237
0.19256281407035172,0.07999999999999996,496.43417617508237
0.2038190954773869,0.07999999999999996,496.43417617508237
0.21507537688442208,0.07999999999999996,496.43417617508237
0.22633165829145724,0.07999999999999996,496.43417617508237
0.23758793969849243,0.07999999999999996,496.43417617508237
0.24884422110552762,0.07999999999999996,496.43417617508237
0.2601005025125628,0.07999999999999996,496.43417617508237
0.27135678391959794,0.07999999999999996,496.43417617508237
0.2826130653266331,0.07999999999999996,496.43417617508237
0.2938693467336683,0.07999999999999996,496.43417617508237
0.3051256281407035,0.07999999999999996,496.43417617508237
0.31638190954773865,0.07999999999999996,496.43417617508237
0.32763819095477387,0.07999999999999996,496.43417617508237
0.33889447236180903,0.07999999999999996,496.43417617508237
0.3501507537688442,0.07999999999999996,496.43417617508237
0.36140703517587935,0.07999999999999996,496.43417617508237
0.3726633165829145,0.07999999999999996,496.43417617508237
0.38391959798994973,0.07999999999999996,496.43417617508237
0.3951758793969849,0.07999999999999996,496.43417617508237
0.40643216080402006,0.07999999999999996,496.43417617508237
0.4176884422110553,0.07999999999999996,496.43417617508237
0.42894472361809044,0.07999999999999996,496.43417617508237
0.4402010050251256,0.07999999999999996,496.43417617508237
0.45145728643216076,0.07999999999999996,496.43417617508237
0.4627135678391959,0.07999999999999996,496.43417617508237
0.47396984924623115,0.07999999999999996,496.43417617508237
0.4852261306532663,0.07999999999999996,496.43417617508237
0.49648241206030147,0.07999999999999996,496.43417617508237
0.5077386934673367,0.07999999999999996,496.38288140052117
